id,appraised_value,sq_ft,acreage,latitude,longitude,zip_code,flood_risk,,,,
16081,$ 326494,2027,0.0363,29.75694,-95.37637,77019,1,,,$,326494
16082,$ 326464,2027,0.0363,29.75694,-95.3763,77019,1,,,$,326464
16083,$ 295000,1779,0.0433,29.75694,-95.37622,77019,1,,,$,295000
16084,$ 314000,1779,0.0454,29.75694,-95.37613,77019,1,,,$,314000
16085,$ 320000,2061,0.0465,29.7568,-95.37618,77019,1,,,$,320000
16086,$ 320000,2076,0.0335,29.75672,-95.37618,77019,1,,,$,320000
16087,$ 339615,2130,0.0335,29.75666,-95.37618,77019,1,,,$,339615
16088,$ 320000,2136,0.0335,29.75659,-95.37618,77019,1,,,$,320000
16089,$ 338862,1820,0.0434,29.75652,-95.37618,77019,1,,,$,338862
16090,$ 328263,1820,0.0434,29.75652,-95.37638,77019,1,,,$,328263
16091,$ 291600,2040,0.0335,29.75659,-95.37637,77019,1,,,$,291600
16092,$ 337157,2084,0.0335,29.75665,-95.37637,77019,1,,,$,337157
16093,$ 300000,2067,0.0335,29.75673,-95.37639,77019,1,,,$,300000
16094,$ 347912,2061,0.0465,29.7568,-95.37639,77019,1,,,$,347912
16095,$ 352526,2136,0.0465,29.7568,-95.37658,77019,1,,,$,352526
16096,$ 336069,2136,0.0335,29.75672,-95.37658,77019,1,,,$,336069
16097,$ 289266,2020,0.0335,29.75666,-95.37658,77019,1,,,$,289266
16098,$ 336367,2136,0.0335,29.75659,-95.37658,77019,1,,,$,336367
16099,$ 324856,1840,0.0434,29.75652,-95.37658,77019,1,,,$,324856
16100,$ 313873,1779,0.0434,29.75652,-95.37677,77019,1,,,$,313873
16101,$ 300000,1966,0.0335,29.75659,-95.37678,77019,1,,,$,300000
16102,$ 300198,1966,0.0335,29.75665,-95.37677,77019,1,,,$,300198
16103,$ 332646,1966,0.0335,29.75671,-95.37677,77019,1,,,$,332646
16104,$ 348929,1966,0.0465,29.75679,-95.37678,77019,1,,,$,348929
16111,$ 341416,1949,0.0493,29.75526,-95.37678,77019,1,,,$,341416
16112,$ 320956,1949,0.034,29.75535,-95.37678,77019,1,,,$,320956
16113,$ 320956,1949,0.034,29.75544,-95.37678,77019,1,,,$,320956
16114,$ 321030,1949,0.034,29.75552,-95.37678,77019,1,,,$,321030
16115,$ 320956,1949,0.034,29.7556,-95.37678,77019,1,,,$,320956
16116,$ 338340,1949,0.0469,29.7557,-95.37678,77019,1,,,$,338340
16117,$ 303030,1653,0.0447,29.75571,-95.37662,77019,1,,,$,303030
16118,$ 313376,1846,0.0334,29.75562,-95.37662,77019,1,,,$,313376
16119,$ 306922,1844,0.0347,29.75554,-95.37664,77019,1,,,$,306922
16120,$ 306903,1844,0.0347,29.75544,-95.37663,77019,1,,,$,306903
16121,$ 280279,1846,0.0334,29.75538,-95.37663,77019,1,,,$,280279
16122,$ 325000,1959,0.0541,29.75527,-95.37662,77019,1,,,$,325000
16123,$ 302500,1729,0.0668,29.75528,-95.37646,77019,1,,,$,302500
16124,$ 320315,1729,0.0519,29.75542,-95.37647,77019,1,,,$,320315
16125,$ 303000,2753,0.0561,29.67677,-95.43642,77025,1,,,$,303000
16126,$ 272000,2398,0.0631,29.67613,-95.43672,77025,1,,,$,272000
16127,$ 269779,2398,0.0488,29.67622,-95.43672,77025,1,,,$,269779
16128,$ 269779,2398,0.0488,29.6763,-95.43672,77025,1,,,$,269779
16129,$ 285645,2398,0.0488,29.67638,-95.43672,77025,1,,,$,285645
16130,$ 285645,2398,0.0488,29.67646,-95.43672,77025,1,,,$,285645
16131,$ 269779,2398,0.0488,29.67654,-95.43672,77025,1,,,$,269779
16132,$ 285645,2398,0.0488,29.67662,-95.43672,77025,1,,,$,285645
16133,$ 269779,2398,0.0488,29.6767,-95.43672,77025,1,,,$,269779
16134,$ 285778,2398,0.0497,29.67678,-95.43673,77025,1,,,$,285778
16142,$ 367652,1982,0.0476,29.7566,-95.40044,77019,1,,,$,367652
16143,$ 324242,1995,0.0339,29.7566,-95.40055,77019,1,,,$,324242
16144,$ 339582,2047,0.0387,29.7566,-95.40065,77019,1,,,$,339582
16145,$ 319000,1216,0.0552,29.75715,-95.39703,77019,1,,,$,319000
16146,$ 290824,1216,0.0376,29.75715,-95.39696,77019,1,,,$,290824
16147,$ 325954,1656,0.0376,29.75715,-95.39689,77019,1,,,$,325954
16148,$ 325954,1656,0.0376,29.75715,-95.39683,77019,1,,,$,325954
16149,$ 325954,1656,0.0376,29.75717,-95.39676,77019,1,,,$,325954
16150,$ 335346,1656,0.0376,29.75715,-95.3967,77019,1,,,$,335346
16151,$ 335346,1656,0.0376,29.75715,-95.39664,77019,1,,,$,335346
16152,$ 290824,1216,0.0376,29.75717,-95.39657,77019,1,,,$,290824
16153,$ 305490,1216,0.0553,29.75716,-95.3965,77019,1,,,$,305490
16154,$ 324022,1216,0.0429,29.75696,-95.39648,77019,1,,,$,324022
16155,$ 282173,1216,0.034,29.75696,-95.39656,77019,1,,,$,282173
16156,$ 294697,1216,0.034,29.75696,-95.39662,77019,1,,,$,294697
16157,$ 279184,1216,0.034,29.75695,-95.39668,77019,1,,,$,279184
16158,$ 285308,1216,0.034,29.75695,-95.39674,77019,1,,,$,285308
16159,$ 310612,1216,0.0398,29.75695,-95.39681,77019,1,,,$,310612
16160,$ 316800,1216,0.0517,29.75701,-95.39696,77019,1,,,$,316800
16161,$ 343124,1216,0.0671,29.7569,-95.39696,77019,1,,,$,343124
16162,$ 435883,2232,0.0583,29.75716,-95.39625,77019,1,,,$,435883
16163,$ 361886,1724,0.0379,29.75716,-95.39617,77019,1,,,$,361886
16164,$ 362407,1732,0.0379,29.75721,-95.39612,77019,1,,,$,362407
16165,$ 361886,1724,0.0379,29.75717,-95.39604,77019,1,,,$,361886
16166,$ 336402,1732,0.0379,29.75717,-95.39598,77019,1,,,$,336402
16167,$ 320000,1724,0.0379,29.75717,-95.39591,77019,1,,,$,320000
16168,$ 362667,1734,0.0379,29.75717,-95.39585,77019,1,,,$,362667
16169,$ 361886,1724,0.0379,29.75722,-95.3958,77019,1,,,$,361886
16170,$ 381000,2232,0.0541,29.75722,-95.39573,77019,1,,,$,381000
16171,$ 348100,1972,0.0411,29.75702,-95.39576,77019,1,,,$,348100
16172,$ 363600,2062,0.0322,29.75698,-95.39577,77019,1,,,$,363600
16173,$ 360691,2039,0.0322,29.7569,-95.39577,77019,1,,,$,360691
16174,$ 346963,1972,0.0366,29.75684,-95.39579,77019,1,,,$,346963
16175,$ 348114,1972,0.0389,29.75679,-95.39579,77019,1,,,$,348114
16176,$ 340000,2062,0.0326,29.75673,-95.39577,77019,1,,,$,340000
16177,$ 392000,2048,0.062,29.75645,-95.39603,77019,1,,,$,392000
16178,$ 375400,1896,0.0382,29.75671,-95.39604,77019,1,,,$,375400
16179,$ 353630,1896,0.0328,29.75671,-95.39597,77019,1,,,$,353630
16180,$ 319394,1896,0.0382,29.75672,-95.3959,77019,1,,,$,319394
16181,$ 355163,1896,0.0374,29.75696,-95.39591,77019,1,,,$,355163
16182,$ 353414,1896,0.0321,29.75696,-95.39598,77019,1,,,$,353414
16183,$ 355163,1896,0.0374,29.75696,-95.39604,77019,1,,,$,355163
16184,$ 359362,1896,0.041,29.75701,-95.39619,77019,1,,,$,359362
16185,$ 325000,1896,0.0322,29.75697,-95.39614,77019,1,,,$,325000
16186,$ 317800,1896,0.0322,29.75689,-95.39618,77019,1,,,$,317800
16187,$ 354825,1896,0.0366,29.75684,-95.3962,77019,1,,,$,354825
16188,$ 356339,1896,0.039,29.75679,-95.39619,77019,1,,,$,356339
16189,$ 317800,1896,0.0322,29.75672,-95.39617,77019,1,,,$,317800
16190,$ 330168,1896,0.0459,29.75665,-95.39618,77019,1,,,$,330168
16191,$ 345500,1896,0.0477,29.75656,-95.39618,77019,1,,,$,345500
16192,$ 345000,1896,0.0321,29.75649,-95.39617,77019,1,,,$,345000
16193,$ 317726,1896,0.0322,29.75643,-95.39617,77019,1,,,$,317726
16194,$ 357941,1896,0.0661,29.75634,-95.39617,77019,1,,,$,357941
16195,$ 389709,1996,0.0589,29.75665,-95.39576,77019,1,,,$,389709
16196,$ 345000,2084,0.0323,29.75658,-95.39576,77019,1,,,$,345000
16197,$ 340800,1996,0.0323,29.75652,-95.39576,77019,1,,,$,340800
16198,$ 356000,2084,0.0322,29.75644,-95.39576,77019,1,,,$,356000
16199,$ 364913,1996,0.0441,29.75638,-95.39575,77019,1,,,$,364913
16200,$ 395400,2202,0.0603,29.75625,-95.39572,77019,1,,,$,395400
16201,$ 346000,2202,0.0409,29.75624,-95.39581,77019,1,,,$,346000
16202,$ 384989,2202,0.0529,29.75625,-95.39591,77019,1,,,$,384989
16203,$ 353792,1896,0.0543,29.75648,-95.3959,77019,1,,,$,353792
16204,$ 365000,1896,0.0466,29.75647,-95.39596,77019,1,,,$,365000
16205,$ 400000,1993,0.059,29.75241,-95.37966,77019,1,,,$,400000
16206,$ 359369,2016,0.0433,29.75232,-95.3797,77019,1,,,$,359369
16207,$ 324489,2016,0.0333,29.75226,-95.37969,77019,1,,,$,324489
16208,$ 324489,2016,0.0333,29.7522,-95.37969,77019,1,,,$,324489
16209,$ 360842,1984,0.0438,29.75214,-95.37969,77019,1,,,$,360842
16210,$ 279443,1824,0.0343,29.75477,-95.38233,77019,1,,,$,279443
16211,$ 292359,1824,0.0323,29.75469,-95.38233,77019,1,,,$,292359
16212,$ 326325,1824,0.0485,29.7546,-95.38232,77019,1,,,$,326325
16213,$ 324865,1707,0.0544,29.75459,-95.38249,77019,1,,,$,324865
16214,$ 317667,1911,0.0362,29.75469,-95.38249,77019,1,,,$,317667
16215,$ 314950,1863,0.0376,29.75476,-95.38249,77019,1,,,$,314950
16216,$ 314140,1863,0.037,29.75476,-95.38267,77019,1,,,$,314140
16217,$ 317937,1911,0.0364,29.75469,-95.38267,77019,1,,,$,317937
16218,$ 312844,1716,0.055,29.75459,-95.38267,77019,1,,,$,312844
16225,$ 326700,1828,0.0355,29.73704,-95.41537,77098,1,,,$,326700
16226,$ 379655,1760,0.0349,29.73713,-95.41537,77098,1,,,$,379655
16227,$ 427636,2277,0.0407,29.73721,-95.41537,77098,1,,,$,427636
16228,$ 285162,2251,0.0396,29.67678,-95.43528,77025,1,,,$,285162
16229,$ 284007,2251,0.0389,29.67671,-95.43528,77025,1,,,$,284007
16230,$ 284007,2251,0.0389,29.67663,-95.43528,77025,1,,,$,284007
16231,$ 284007,2251,0.0389,29.67655,-95.43528,77025,1,,,$,284007
16232,$ 284007,2251,0.0389,29.67648,-95.43528,77025,1,,,$,284007
16233,$ 284007,2251,0.0389,29.6764,-95.43528,77025,1,,,$,284007
16234,$ 284007,2251,0.0389,29.67633,-95.43528,77025,1,,,$,284007
16235,$ 260919,2251,0.0389,29.67625,-95.43528,77025,1,,,$,260919
16236,$ 287756,2251,0.0501,29.67617,-95.43528,77025,1,,,$,287756
16237,$ 282000,2256,0.0518,29.67617,-95.43556,77025,1,,,$,282000
16238,$ 266000,2256,0.0403,29.67627,-95.43556,77025,1,,,$,266000
16239,$ 269500,2256,0.0403,29.67635,-95.43556,77025,1,,,$,269500
16240,$ 264500,2256,0.0403,29.67644,-95.43556,77025,1,,,$,264500
16241,$ 291360,2256,0.0403,29.67652,-95.43556,77025,1,,,$,291360
16242,$ 291360,2256,0.0403,29.67661,-95.43556,77025,1,,,$,291360
16243,$ 291360,2256,0.0403,29.67669,-95.43556,77025,1,,,$,291360
16244,$ 314721,2256,0.0409,29.67678,-95.43556,77025,1,,,$,314721
16260,$ 337570,2854,0.0406,29.6751,-95.42496,77054,1,,,$,337570
16261,$ 339120,2870,0.0412,29.67514,-95.42505,77054,1,,,$,339120
16262,$ 325258,2624,0.0412,29.67518,-95.42513,77054,1,,,$,325258
16263,$ 325235,2624,0.0412,29.67522,-95.42522,77054,1,,,$,325235
16264,$ 325235,2624,0.0412,29.67526,-95.4253,77054,1,,,$,325235
16265,$ 325235,2624,0.0412,29.67531,-95.42538,77054,1,,,$,325235
16266,$ 328130,2624,0.0412,29.67535,-95.42546,77054,1,,,$,328130
16267,$ 324511,2624,0.0412,29.67539,-95.42555,77054,1,,,$,324511
16268,$ 300000,2624,0.0465,29.67544,-95.42563,77054,1,,,$,300000
16269,$ 310136,2540,0.0363,29.67551,-95.42584,77054,1,,,$,310136
16270,$ 318946,2540,0.0393,29.67545,-95.42588,77054,1,,,$,318946
16271,$ 322104,2540,0.0401,29.6754,-95.42593,77054,1,,,$,322104
16272,$ 316083,2516,0.038,29.67528,-95.42572,77054,1,,,$,316083
16273,$ 302434,2624,0.0419,29.67517,-95.42575,77054,1,,,$,302434
16274,$ 363912,2929,0.0684,29.67508,-95.42578,77054,1,,,$,363912
16275,$ 322468,2676,0.04,29.67511,-95.42545,77054,1,,,$,322468
16276,$ 339591,2870,0.0405,29.67505,-95.42549,77054,1,,,$,339591
16277,$ 363744,2929,0.0684,29.67496,-95.42556,77054,1,,,$,363744
16278,$ 300000,2676,0.04,29.67506,-95.4253,77054,1,,,$,300000
16279,$ 318430,2830,0.0419,29.67496,-95.42532,77054,1,,,$,318430
16280,$ 362340,2929,0.0684,29.67486,-95.42536,77054,1,,,$,362340
16281,$ 319267,2676,0.04,29.67494,-95.42504,77054,1,,,$,319267
16282,$ 334811,2870,0.0419,29.67483,-95.42507,77054,1,,,$,334811
16289,$ 344940,1880,0.0461,29.75595,-95.37682,77019,1,,,$,344940
16290,$ 336671,1880,0.044,29.75594,-95.37672,77019,1,,,$,336671
16291,$ 308000,2027,0.0369,29.75594,-95.37664,77019,1,,,$,308000
16292,$ 305000,2027,0.0369,29.75594,-95.37657,77019,1,,,$,305000
16293,$ 315000,2027,0.0369,29.75594,-95.3765,77019,1,,,$,315000
16294,$ 340076,2027,0.0369,29.75594,-95.37642,77019,1,,,$,340076
16295,$ 337855,2027,0.0369,29.75595,-95.37635,77019,1,,,$,337855
16296,$ 337855,2027,0.0369,29.75595,-95.37628,77019,1,,,$,337855
16297,$ 307401,1880,0.044,29.75595,-95.3762,77019,1,,,$,307401
16298,$ 308000,1880,0.0462,29.75595,-95.37611,77019,1,,,$,308000
16299,$ 353807,2024,0.0465,29.75609,-95.37617,77019,1,,,$,353807
16300,$ 299497,2024,0.0335,29.75616,-95.37617,77019,1,,,$,299497
16301,$ 320000,2024,0.0336,29.75623,-95.37617,77019,1,,,$,320000
16302,$ 337441,2024,0.0336,29.75629,-95.37617,77019,1,,,$,337441
16303,$ 294785,1880,0.0336,29.75637,-95.37617,77019,1,,,$,294785
16304,$ 340851,1880,0.0456,29.75636,-95.37637,77019,1,,,$,340851
16305,$ 301003,2130,0.0335,29.75629,-95.37637,77019,1,,,$,301003
16306,$ 300389,2130,0.0336,29.75623,-95.37637,77019,1,,,$,300389
16307,$ 339554,2130,0.0335,29.75617,-95.37637,77019,1,,,$,339554
16308,$ 355113,2130,0.0458,29.75609,-95.37637,77019,1,,,$,355113
16309,$ 364949,2130,0.0472,29.75608,-95.37656,77019,1,,,$,364949
16310,$ 315000,2130,0.0335,29.75616,-95.37656,77019,1,,,$,315000
16311,$ 339554,2130,0.0335,29.75622,-95.37656,77019,1,,,$,339554
16312,$ 305000,2130,0.0335,29.75629,-95.37656,77019,1,,,$,305000
16313,$ 338771,1880,0.0456,29.75636,-95.37656,77019,1,,,$,338771
16314,$ 338771,1880,0.0456,29.75636,-95.37676,77019,1,,,$,338771
16315,$ 339493,2130,0.0335,29.75629,-95.37676,77019,1,,,$,339493
16316,$ 320000,2130,0.0335,29.75622,-95.37676,77019,1,,,$,320000
16317,$ 300943,2130,0.0335,29.75616,-95.37676,77019,1,,,$,300943
16318,$ 316968,2130,0.0465,29.75608,-95.37676,77019,1,,,$,316968
16321,$ 263732,1353,0.0567,29.7572,-95.38391,77019,1,,,$,263732
16322,$ 162982,1625,0.0571,29.7572,-95.38382,77019,1,,,$,162982
16323,$ 286011,1625,0.0576,29.7572,-95.38374,77019,1,,,$,286011
16324,$ 162982,1359,0.0574,29.7572,-95.38366,77019,1,,,$,162982
16325,$ 290000,1610,0.0575,29.75654,-95.38374,77019,1,,,$,290000
16326,$ 148166,1610,0.0574,29.75654,-95.38366,77019,1,,,$,148166
16327,$ 285988,1610,0.0574,29.75655,-95.3836,77019,1,,,$,285988
16328,$ 162982,1610,0.0574,29.75655,-95.3836,77019,1,,,$,162982
16329,$ 134697,1387,0.0527,29.75655,-95.38328,77019,1,,,$,134697
16330,$ 162982,1353,0.0662,29.75466,-95.383,77019,1,,,$,162982
16331,$ 300000,1625,0.0659,29.75466,-95.38292,77019,1,,,$,300000
16332,$ 162982,1625,0.0564,29.75493,-95.38293,77019,1,,,$,162982
16333,$ 130137,1353,0.0563,29.75493,-95.38301,77019,1,,,$,130137
16334,$ 130699,1353,0.0599,29.75594,-95.38213,77019,1,,,$,130699
16335,$ 162982,1625,0.0599,29.75594,-95.38205,77019,1,,,$,162982
16336,$ 136078,1353,0.0523,29.7556,-95.37947,77019,1,,,$,136078
16337,$ 152363,1079,0.0549,29.75559,-95.37939,77019,1,,,$,152363
16338,$ 261706,1348,0.0567,29.75496,-95.38092,77019,1,,,$,261706
16339,$ 294860,1585,0.0569,29.75497,-95.38084,77019,1,,,$,294860
16340,$ 272456,1153,0.0612,29.75468,-95.38076,77019,1,,,$,272456
16341,$ 162982,1437,0.0612,29.75468,-95.38068,77019,1,,,$,162982
16342,$ 162982,1600,0.0613,29.75468,-95.3806,77019,1,,,$,162982
16343,$ 286208,1353,0.0612,29.75469,-95.38052,77019,1,,,$,286208
16344,$ 266775,1353,0.0577,29.75502,-95.38054,77019,1,,,$,266775
16345,$ 300203,1625,0.0575,29.75503,-95.38062,77019,1,,,$,300203
16346,$ 266551,1336,0.0591,29.75468,-95.38123,77019,1,,,$,266551
16347,$ 264246,1353,0.0591,29.75468,-95.38115,77019,1,,,$,264246
16353,$ 229708,1958,0.0371,29.67754,-95.43812,77025,2,,,$,229708
16354,$ 249469,1958,0.0416,29.67754,-95.43801,77025,1,,,$,249469
16355,$ 249641,1958,0.0427,29.67754,-95.43789,77025,1,,,$,249641
16356,$ 273075,2145,0.0371,29.67775,-95.43813,77025,2,,,$,273075
16357,$ 264354,2145,0.0416,29.67775,-95.43802,77025,1,,,$,264354
16358,$ 258000,2145,0.0427,29.67776,-95.4379,77025,1,,,$,258000
16359,$ 241106,2180,0.0371,29.67795,-95.43813,77025,2,,,$,241106
16360,$ 241772,2180,0.0416,29.67796,-95.43803,77025,2,,,$,241772
16361,$ 241614,2180,0.0427,29.67796,-95.4379,77025,2,,,$,241614
16362,$ 272257,2180,0.0371,29.67817,-95.43814,77025,2,,,$,272257
16363,$ 262281,2180,0.0416,29.67817,-95.43803,77025,2,,,$,262281
16364,$ 262453,2180,0.0427,29.67817,-95.43791,77025,2,,,$,262453
16370,$ 328070,1959,0.0425,29.75483,-95.38176,77019,1,,,$,328070
16371,$ 293000,1846,0.0368,29.75483,-95.38176,77019,1,,,$,293000
16372,$ 284001,1844,0.0414,29.75483,-95.38176,77019,1,,,$,284001
16373,$ 289058,1923,0.0424,29.75483,-95.38192,77019,1,,,$,289058
16374,$ 281307,1872,0.0368,29.75483,-95.38192,77019,1,,,$,281307
16375,$ 315513,1844,0.0413,29.75483,-95.38192,77019,1,,,$,315513
16404,$ 280946,2246,0.0459,29.67678,-95.43505,77025,1,,,$,280946
16405,$ 257840,2246,0.0452,29.67669,-95.43505,77025,1,,,$,257840
16406,$ 280841,2246,0.0452,29.67661,-95.43505,77025,1,,,$,280841
16407,$ 271000,2246,0.0452,29.67652,-95.43505,77025,1,,,$,271000
16408,$ 271000,2246,0.0452,29.67644,-95.43505,77025,1,,,$,271000
16409,$ 280841,2246,0.0452,29.67635,-95.43505,77025,1,,,$,280841
16410,$ 267554,2246,0.0452,29.67627,-95.43505,77025,1,,,$,267554
16411,$ 267757,2246,0.0466,29.67618,-95.43505,77025,1,,,$,267757
16412,$ 276766,2251,0.0352,29.67678,-95.43477,77025,1,,,$,276766
16413,$ 276784,2251,0.0346,29.67671,-95.43478,77025,1,,,$,276784
16414,$ 276438,2251,0.0347,29.67663,-95.43478,77025,1,,,$,276438
16415,$ 253491,2251,0.0347,29.67656,-95.43478,77025,1,,,$,253491
16416,$ 276438,2251,0.0347,29.67648,-95.43478,77025,1,,,$,276438
16417,$ 276438,2251,0.0347,29.67641,-95.43478,77025,1,,,$,276438
16418,$ 276438,2251,0.0347,29.67633,-95.43478,77025,1,,,$,276438
16419,$ 276784,2251,0.0346,29.67625,-95.43478,77025,1,,,$,276784
16420,$ 276821,2251,0.0346,29.67618,-95.43478,77025,1,,,$,276821
16421,$ 250000,2284,0.0414,29.67619,-95.43452,77025,1,,,$,250000
16422,$ 278468,2284,0.0402,29.67627,-95.43452,77025,1,,,$,278468
16423,$ 278468,2284,0.0402,29.67636,-95.43452,77025,1,,,$,278468
16424,$ 261915,2284,0.0402,29.67644,-95.43452,77025,1,,,$,261915
16425,$ 261915,2284,0.0402,29.67653,-95.43452,77025,1,,,$,261915
16426,$ 262333,2284,0.0402,29.67661,-95.43452,77025,1,,,$,262333
16427,$ 261915,2284,0.0402,29.6767,-95.43452,77025,1,,,$,261915
16428,$ 281571,2284,0.0408,29.67678,-95.43452,77025,1,,,$,281571
16429,$ 270000,2270,0.0352,29.67679,-95.43425,77025,1,,,$,270000
16430,$ 276326,2270,0.0346,29.67671,-95.43425,77025,1,,,$,276326
16431,$ 275980,2270,0.0347,29.67663,-95.43425,77025,1,,,$,275980
16432,$ 275980,2270,0.0347,29.67656,-95.43425,77025,1,,,$,275980
16433,$ 275980,2270,0.0347,29.67648,-95.43426,77025,1,,,$,275980
16434,$ 275980,2270,0.0347,29.67641,-95.43426,77025,1,,,$,275980
16435,$ 275980,2270,0.0347,29.67633,-95.43426,77025,1,,,$,275980
16436,$ 294184,2270,0.0346,29.67626,-95.43426,77025,1,,,$,294184
16437,$ 266000,2270,0.0346,29.67618,-95.43426,77025,1,,,$,266000
16438,$ 278646,2284,0.0414,29.67619,-95.434,77025,1,,,$,278646
16439,$ 246000,2284,0.0402,29.67628,-95.434,77025,1,,,$,246000
16440,$ 261915,2284,0.0402,29.67636,-95.434,77025,1,,,$,261915
16441,$ 260000,2284,0.0402,29.67645,-95.43399,77025,1,,,$,260000
16442,$ 278468,2284,0.0402,29.67653,-95.43399,77025,1,,,$,278468
16443,$ 278468,2284,0.0402,29.67662,-95.43399,77025,1,,,$,278468
16444,$ 278468,2284,0.0402,29.6767,-95.43399,77025,1,,,$,278468
16445,$ 267433,2284,0.0408,29.67679,-95.43399,77025,1,,,$,267433
16446,$ 249565,2240,0.0352,29.6768,-95.43373,77025,1,,,$,249565
16447,$ 272228,2240,0.0346,29.67672,-95.43373,77025,1,,,$,272228
16448,$ 271882,2240,0.0347,29.67664,-95.43373,77025,1,,,$,271882
16449,$ 271882,2240,0.0347,29.67657,-95.43373,77025,1,,,$,271882
16450,$ 249247,2240,0.0347,29.67649,-95.43373,77025,1,,,$,249247
16451,$ 271882,2240,0.0347,29.67642,-95.43373,77025,1,,,$,271882
16452,$ 271882,2240,0.0347,29.67634,-95.43373,77025,1,,,$,271882
16453,$ 256600,2240,0.0346,29.67626,-95.43373,77025,1,,,$,256600
16454,$ 249619,2240,0.0346,29.67619,-95.43373,77025,1,,,$,249619
16455,$ 274613,2356,0.0414,29.6762,-95.43347,77025,1,,,$,274613
16456,$ 287869,2284,0.0402,29.67629,-95.43347,77025,1,,,$,287869
16457,$ 256000,2284,0.0402,29.67637,-95.43347,77025,1,,,$,256000
16458,$ 278468,2284,0.0402,29.67646,-95.43347,77025,1,,,$,278468
16459,$ 257785,2284,0.0402,29.67654,-95.43347,77025,1,,,$,257785
16460,$ 261915,2284,0.0402,29.67663,-95.43347,77025,1,,,$,261915
16461,$ 278468,2284,0.0402,29.67671,-95.43347,77025,1,,,$,278468
16462,$ 278559,2284,0.0408,29.67679,-95.43347,77025,1,,,$,278559
16463,$ 276308,2270,0.0352,29.6768,-95.4332,77025,1,,,$,276308
16464,$ 276326,2270,0.0346,29.67673,-95.4332,77025,1,,,$,276326
16465,$ 275980,2270,0.0347,29.67665,-95.4332,77025,1,,,$,275980
16466,$ 275980,2270,0.0347,29.67658,-95.4332,77025,1,,,$,275980
16467,$ 275980,2270,0.0347,29.6765,-95.4332,77025,1,,,$,275980
16468,$ 275980,2270,0.0347,29.67642,-95.4332,77025,1,,,$,275980
16469,$ 254806,2246,0.0347,29.67635,-95.4332,77025,1,,,$,254806
16470,$ 276326,2270,0.0346,29.67627,-95.4332,77025,1,,,$,276326
16471,$ 275383,2270,0.0346,29.6762,-95.4332,77025,1,,,$,275383
16481,$ 418067,2482,0.0592,29.68564,-95.42682,77025,2,,,$,418067
16483,$ 445608,2711,0.0574,29.68563,-95.42661,77025,2,,,$,445608
16485,$ 400000,2518,0.0539,29.68565,-95.42642,77025,2,,,$,400000
16486,$ 412087,2711,0.0508,29.68562,-95.42628,77025,2,,,$,412087
16488,$ 422000,2657,0.0479,29.68559,-95.42598,77025,2,,,$,422000
16490,$ 440000,2748,0.0516,29.6854,-95.42554,77025,2,,,$,440000
16491,$ 412412,2661,0.0471,29.68536,-95.42545,77025,2,,,$,412412
16493,$ 416140,2750,0.0455,29.68531,-95.42516,77025,2,,,$,416140
16496,$ 447888,2565,0.052,29.68519,-95.42501,77025,2,,,$,447888
16497,$ 422070,2511,0.0527,29.68512,-95.42506,77025,2,,,$,422070
16498,$ 426686,2601,0.0532,29.68505,-95.42511,77025,2,,,$,426686
16502,$ 444622,2720,0.0566,29.68508,-95.42546,77025,2,,,$,444622
16503,$ 447349,2601,0.0548,29.68513,-95.42554,77025,2,,,$,447349
16508,$ 430110,2577,0.0563,29.68539,-95.42595,77025,2,,,$,430110
16510,$ 447432,2578,0.0537,29.68542,-95.42617,77025,2,,,$,447432
16511,$ 438000,2642,0.0604,29.68542,-95.42628,77025,2,,,$,438000
16512,$ 418410,2511,0.0537,29.68543,-95.42638,77025,2,,,$,418410
16515,$ 401500,2453,0.0537,29.68543,-95.42671,77025,3,,,$,401500
16516,$ 432175,2806,0.0544,29.68544,-95.42681,77025,3,,,$,432175
16523,$ 364077,2199,0.0379,29.75231,-95.38504,77019,1,,,$,364077
16524,$ 347314,2210,0.034,29.75222,-95.38504,77019,1,,,$,347314
16525,$ 356318,2199,0.0428,29.75213,-95.38503,77019,1,,,$,356318
16526,$ 384717,2199,0.0438,29.75222,-95.38519,77019,1,,,$,384717
16527,$ 347217,2199,0.034,29.75222,-95.38519,77019,1,,,$,347217
16528,$ 364836,2199,0.0369,29.75222,-95.38519,77019,1,,,$,364836
16541,$ 429991,2509,0.0419,29.70486,-95.39259,77030,3,,,$,429991
16543,$ 438000,2509,0.044,29.70479,-95.39242,77030,3,,,$,438000
16546,$ 377510,2571,0.0415,29.75521,-95.39498,77019,1,,,$,377510
16547,$ 413011,2452,0.0542,29.75521,-95.39487,77019,1,,,$,413011
16548,$ 322900,1938,0.0487,29.7557,-95.37703,77019,1,,,$,322900
16549,$ 325955,1938,0.0327,29.7556,-95.37703,77019,1,,,$,325955
16550,$ 272297,1639,0.034,29.75552,-95.37703,77019,1,,,$,272297
16551,$ 289000,1956,0.0371,29.7557,-95.37721,77019,1,,,$,289000
16552,$ 309084,1751,0.0355,29.7556,-95.37721,77019,1,,,$,309084
16553,$ 317620,1844,0.0426,29.75556,-95.37717,77019,1,,,$,317620
16554,$ 288977,1956,0.0371,29.7557,-95.37737,77019,1,,,$,288977
16555,$ 308826,1751,0.0355,29.75562,-95.37737,77019,1,,,$,308826
16556,$ 287943,1844,0.0426,29.75556,-95.37733,77019,1,,,$,287943
